We'll be off and running to a lil' place called SILVERWOOD today! Can't wait! :), 8
Happy happy happy new year to everybody!! I have optimistic hopes for 2010., 8
"What a weekend? EAT, EAT and EAT some more, BBQ TIME!!!!", 8
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!, 8
XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!, 8
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!, 8
Sunday Night Football BABY!!!! GO GREEN BAY!!! THEY ARE GOING TO STOMP ALL OVER THE BEARS WOOT WOOT!!!!, 8
YAY!!! I GOT MY PASS BACK!!!, 8
"less than 4 hours til the Big Day\!!!!!!!!\""""", 8
"Yest nite @ 2 am earthquake in delhi, felt d tremors for d 1st tym in my lyf!!! Thank God I'm still Alive!!", 8
THE STREAK IS OVER!!! LIONS WIN!!!!!!!, 8
SOOOOOOOOOOOOOOOOOO FFFFUUUUUCCCKKIN TIRED I BEEN COOKIN ALL GOT DAMN DAY SHIT A NIGGA CANT GET NO KINDA BRAKE ITS ALL GOOD DOUGH LUCKY I LOVE MY MOM, 8
At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil, 8
It's really been a great summer so far and Ive been to the beach for a week and it feels so good to be sitting at a computer!!!!!! Thank you GOOOOOODDDDDD. What would we do with out phones or computers???? We would be at home and just sitting there. I cou, 8
Raiders extend Richard Seymour 2yrs/30mil! Now we can franchise Zach Miller! YES!!!!!!!!!! NOW RESIGN NNAMDI!!!!!!!, 8
LOVE IS THE LAW!!!, 8
GOD IS NOT A MAN THAT HE WOULD LIE. HIS WORDS MUST COME TO PASS IN OUR LIFES. IT IS WELL HALLELUYA!!!, 8
hey i got accepted into edinboro...it is awwssoommee!!!! im excited, 8
"<PERSON>broke her leg,oops she won't want to do that again!!!!!!!!!!", 8
SICK AGAIN !!!! HATE IT !!!!!, 8
homework SUX!!!! WHY DO TEACHERS TOURCHER US THIS WAY?!?!?!?!?!?!, 8
i really need a house cleaner this is a disaster!!!!!!!!!, 8
SOUTHERN HOSPITALITY! AIN'T NOTHING LIKE IT! EXCEPT NO SUBSTITUTES! LIVE AND LOVE IT!, 8
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!", 8
I really wana move soon!, 5
So happy <PERSON> is the bomb, 5
"Am I my thoughts, the thoughts that I am thinking? No.  Thoughts come and go;  I am not my thoughts. Am I my body?  They tell us that millions of cells in our body are changed or are renewed every minute, sothat by the end of seven years we don't havea single living cell in our body that was there seven years before.  Cells come and go.  Cells arise and die.  But I\ seems to persist.  So am I my body?  Evidently not\""""", 5
Pancakes were apperantly good <PERSON> :D:D i hope we dont get sick after them :D, 5
good night everyone!!!pleas smile before you go to bed..in case something happen...and you fall asleep indefinitely...you have a smile in your face...., 5
"ATTENTION EVERYONE---There's a site called <URL> that's a new online phone book w/personal information: everything from pics you've posted on FB or web, your approx credit score, home value, income, age, etc. You can remove yourself by first searching for yourself on their site to find the URL of your page, then going to the Privacy button on the bottom of their page to remove yourself. Copy & repost", 5
Drank some KC Tea last night. Pretty good!!, 5
an edition of 14 was completed today... that was nice. :D  Now just one more edition of 5.  But for now: shower time then Symbolic Logic time... yeesh...., 5
"Oh, looks like we're going to have to draw some... STRAWS.", 5
Has Anyone Else Realized That The People On Family Guy Only Have 4 Fingers?, 5
wow so many people from school have found me lately. i'm really happy that they even remember me. i miss you guys, 5
DOG FAIRFAX COUNTY BET NOT FAKE i aint trynna have no skool dough, 5
how many times do i have to mistreat you constantly biting my hands as i feed you ?, 5
Wow-so many bday wishes continue to come-thanks so much everyone!...and I have to give a shout out to the BEST sous chef working to prepare us an awesome dinner at the Hyeholde in Moon-Amy Hebster's man-<PERSON>!!, 5
Wow... Dad. Awesome moment of my teenage life? I think it falls in there. Thanks! =], 5
One CRAZY ASS day glad its over..., 5
feels tight literally!, 5
"tHANk U EVERy1 4 All tHE HAPPy BDAyS . i HAD fUN , DiNNER N a MOViE tHANkS BABE .", 5
if you need to ask if you are full time... you are def not full time yeaaaaaaaaaaaaaa yeahhhhh, 5
I was working at grad night the intire time and i've had 3hours of sleep!, 5
"When you've been blessed it feels like heaven!\\""""", 5
workin 7 days a week is good for tha $ but like i wanna go catch a flick ya kno! insted of just workin and catchin some drinks afterwards! ya kno...lol who wants to go with me! i gonna try to get a day off this or next week, 5
JELLYPUSS...., 5
i wish i could run into all my friends that i used to have here in windsor although that was in the sixth grade lol, 5
"listening to In the Hall of the Mountain King, Perpetuum Mobile- a Musical Joke, and some hard core Mozart.... real music doesn't rely on words to show emotion!", 5
Goin Home after a Year today :), 5
Got an E75 today.... awesome phone :), 5
going home today the kids were great this weekend god i never knew how much i rlly missed them i wish they never had to go back. i love you <PERSON> and <PERSON> i wish u guys would never grow up. i<3 <PERSON>, 5
Make a good life for yourself because no one is going to do it for you! :), 5
Life is a matter of choice. Why do I often make decision and in the meantime feel that I have to be responsible for what I do not choose??, 5
"Started work, makin bank!", 5
Shout outs to <PERSON> and bro for getting me to airport early-- they're axing the last 24 passengers that checked in due to weight restriction! Holy balls, 5
"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!", 5
DOTA DOTA DOTA..hehehehe isshhhh...micro..hmpf..., 5
about yo buy my bus tickets back to vt!, 5
What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh..., 5
"saw the blind side last night, favorite football movie ever!", 5
Thanks guys! Had a great b-day in GA with the fam., 5
"is getting ready to take the youngest to see the princess and the frog, should be fun!", 5
I made some really tasty mac n cheese soup tonight.  It was yummy!, 5
Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck..., 5
WTF! Why do i now own the season set of Glee? Because it rocks!, 5
HAPPY THANKSGIVING, 5
<PERSON> and <PERSON> are in New York on a cub scout overnight on the SS Littlerock. <PERSON> and I had a great afternoon shopping with no guys complaining about how long we were taking! Wonderful., 5
Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!, 5
Interview for Nashville fire department! Pray that I do well., 5
i still cant belive that im going to go for my permit tommarow., 5
<PERSON> is going insane!, 5
Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4., 5
missed!, 5
yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!, 5
Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does., 5
Happy Birthday to Me!!, 5
24th birthday is now officially: BEST BIRTHDAY EVER, 5
"Ok, so if you watch the news on channel 33 out of dallas at 9:37 PM you just say a picture of <PERSON>. SHE IS FAMOUS!! lol.", 5
For many years millions of people have been trusting the mainstream media to releav their pain and suffering caused by........thinking about stuff!, 5
can never be on time for anything!, 5
survived another weekend of work....more to come i guess!!, 5
"thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama", 5
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!, 5
The photos rock! Thanks Fiona! * Hugs *, 5
"JUST SO I UNDERSTAND THIS... YOU PASS THE NORTH KOREAN BORDER ILLEGALLY YOU GET 12 YRS. HARD LABOR, YOU PASS THE AFGHAN BORDER ILLEGALLY YOU GET SHOT. YOU PASS THE AMERICAN BORDER ILLEGALLY YOU GET A JOB, DRIVER'S LICENSE, ALLOWANCE FOR A PLACE TO LIVE, HEALTH CARE, EDUCATION, BILLIONS OF DOLLARS SPENT SO YOU CAN READ A DOCUMENT. WE CARRY PASSPORTS IN OTHER COUNTRIES OR FACE JAIL TIME. REPOST THIS IF YOU AGREE", 5
"I hate this kind of status, but...I'm at work all day. So txt and I'll get back to you asap :) haha ewwww I did it, I caved to the FB monster!", 5
Just uploaded a mass of weird pics lol I'm wondering what you think of em!, 5
is memory full! can't think of anything today........grrrrrr.....!, 5
Thank you everyone you make me feel so loved :), 5
SCHOOL TOMORROW DANGIT, 5
holy shit i drew today. More to come!, 5
bad hair day :\\ whatever ima bring ppl cookies! n make em happy!! YAY!, 5
Cant wait till wednesday cause im goin to Angels house and not goin home till Monday!, 5
Up past my bedtime wheeee! Waiting for <PERSON> and <PERSON> to come home., 5
"OMG  My aunt Gayle from Chicago just said she was having a brain boomer\ LMAO\""""", 5
sick and tired of being sick and tired!, 5
"Cheesiest joke I've seen all day: I'm a frayed knot. hahahahah! What, you don't like that?", 5
my computer's too slow. speed it up buddy!, 5
Yay i assed my geometry exam! Now to take <PERSON> test and i am good! :), 5
Thanks to everyone for the Birthday Wishes!!, 5
"loves making friends through a battle of wits and a few bruises to the ego. Thanks everyone for the birthday wishes!!! (those who wished me a happy birthday, that is...)", 5
im not lazy ive just been overcome by gravity!!!, 5
"Get to work and you will get the tools\!\""""", 5
"thanks for all the birthday messages, rightg now i am definately feeling a year older!", 5
Need 2 b doing class work!, 5
my body hurts..no mas beer!, 5
just wants to thank everyone for the happy birthday wishes!!!! I love you guys :), 5
"says Happy Birthday to <PERSON>!!!\.... as deep depression sets in when I try to come to terms that I am the mother of a teenager......\""""", 5
"Not my chair, not my problem thats what i always say! light houses rule!...lol", 5
Breakfast time!, 5
I LOVE Justin Bieber!<3, 5
yall need to shut ur mouths cause im fixing to slap the shit outta u 2.., 5
pooped out!!!! and tomorrow is another full day...., 5
& super terimakasih untuk semuanya atas doanya & ucapannya. Have a zoom zoom day everyone! :D :D, 5
"I'm not sure I want to hear what you guys might come up with lol But, I'll go for it! If you read this", 5
Juss finished cleanin out an washing my ridiculously messy car! my nails turned black too hahaha. Now im gonna get ready to go out an eat with a buddy :], 5
is doing some last minute packing!, 5
"Whenever i face difficulties, my confident level is increasing and the responsibilities are growing !!", 5
i brought a real coffee and nearly one of every slice in the coffee shop today!! yum yum yum (yum yum!) but i did share, 5
in idaho chillin with the fam for weekend.  love ya all!  * I am ninja material!...-even if i have to duck through things and takes extra second to squezz in small places :P, 5
Thanks to everyone for the friendship and birthday wishes!, 5
Happy Grandparents Day to the best ama and ampa! With all his love- <PERSON>, 5
Gettin my tattoo today so excited :), 5
thanks to everbody that wished me a happy birthday today! @ <PERSON> : I'm lucky enough to avoid a Ms. Fry impromptu song :P, 5
wants to thank everyone who have wished her a happy bday...and the ones that txtd...and the ones that even thought about me today...love ya all!, 5
PREDATORS., 5
O mi wrd!!!! am sooooo tired from job-shadowin! Da KFM studio is kick-ass! Luv da grafitti wall, 5
"So, I should specify, I am NOT alone. <PERSON> did travel with me.  I was just so absorbed in my own self pity, I forgot to mention he wasn't too thrilled either.  But, the luggage has been found, it is on its way and I am going to take a nice long bath and drown my sorrows in it!  Ooh and they have some good smelling shampoo and stuff!  I am psyched!", 5
firstlove now published..! pki abangan on BoOksie web.. hope you like it!, 5
enjoyed the CWG opening ceremony: colourful and diverse. and mercifully showcasing india's culture without bollywood!, 5
<PERSON> is going to <PERSON> house 2 c the boy in the striped pajamas. <PERSON> is coming with!, 5
ah i love steve nash!, 5
"Getting over painful experience is much Like crossiiing monkey bars. you have to let go at some point in order to move forward.\ :) --TARAAAAAYYY!\""""", 5
is thankful for all the birthday love. 30 has been pretty good to me. I had agreat b-day!, 5
I had a great day with <PERSON>and family today!, 5
"Thanks everyone for the comments and i had a great day today, even though i had to go to work lol", 5
"JUST GOT LAID OFF AND NEED TO FIND SOME WORK, WHAT A NEW YEAR", 5
I DID NOT WANT SNOW AS A BIRTHDAY GIFT TODAY...... I WANTED A PONY......, 5
"All night with <PERSON> and <PERSON> at <PERSON> to see Combichrist.  FUCK I LOVED THE SHOW.  Absolutely need to pass out, long work week + six hour concert = TIRED AS SHIT", 5
"I've got a soul that cannot sleep\ ! :D\""""", 5
"... chocolate peanutbutter ice cream, yes please!! ...", 5
today is the 12th anniversary of James proposing to me on the beach near san diego... :o)  So happy he asked!!  <3, 5
"1 final down, 1 to go!", 5
down in MD in my sis.. with a big cockatoo on my hand.. while typing.. had a great day with our cousin.. wish I never had to go back to work.. dreams.. dreams.. oh and we got<PERSON>.. yippe!, 5
Having fun in India!, 5
It's all gone! :-{, 5
uhhh! this homework! its killing me., 5
of course not! youre brain washed!, 5
Almost feeling better!! damit hurry up already with this cold!!! so I can drink this weekend!!, 5
an omelette sunday success!, 5
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""", 5
got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around tulsa!, 5
Interesting glee this evening!, 5
Cmon Arsenal!! It's now or never..show them wat we are made off..., 5
Real Pirate Wenches suck c0ck like it's gunna cum rum!, 5
is bye bye wisdom teeth!!, 5
GOOD MORNING FB HAVE A GREAT DAY!, 5
Thank you for the birthday wishes! :), 5
split my toenail open on my flip turn now it hurts! :(, 5
"Thank you ALL for the wonderful B-Day wishes.  I had an absolutely wonderful day a great dinner alone with my Hubby and have really enjoyed my days off this week.  I could go back to a 4-work day week real quick!  Wishing all of my wonderful friends and family a very happy and safe Christmas.  Congrats <PERSON> on your new little love that now shares a birthday with me ,).  I can't wait to meet her!! XOXO", 5
"i run over a fork on ur car, coz im a ninja!! lol", 5
is excited to see friends and family we will be in florence the 21-23 then the rest of our time we will be in raleigh/middleof nowwhereville it will be fun!, 5
"Went in to hospital for a few hours, but they stopped the contractions.  I still don't know if that's good or bad, lol.  I'm 34 1/2 weeks, so it is still a little early...guess we'll wait :)  Besides, I don't want to share my birthday with anyone!!", 5
ready to wach the game! GO BEARS!, 5
just got back from the dew tour! got to chill with ryan sheckler and a bunch more pro skaters, 5
feels so happy! Wouldn't care if I died right now :), 5
"so happy, just got my truck earlier this afternoon, taking my driving test in the morning. finally 16 now that it's june 10th. =)", 5
"About to get on the road back to Ocala, Thank GOD for giving me the strength....        Because this 6 days a week traveling back n forth is crazzzzzy !        And to alll my FB friends i want to see yall in church tommorow especially u TRINA, U need it the most.", 5
who in the world is Mouhamed Ali Mido?????? hes kinda creepy, 5
Good game guys! We finally won by more then one goal and it put us in the semis :), 5
I'M SO BORED! NUTHINZ ON MY MIND, 5
Thanks for all the birthday wishes~~may you all have the same blessing also =P, 5
See those NY Giants tonight! Sure it's pre-season but that defense is going to be nasty this year. Good luck to everyone else, 5
bejeweled blitz!!  =], 5
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!", 5
Be who you are and say what you feel because those who mind don't matter and those who matter don't mind!, 5
today MAHA SHIVRATRI trust him and pray to him his blessings will shower like a rain......OM NAMASHIVAYA, 5
Merry Christmas!, 5
"My sweet boy is at the Vet today to have blood drawn to check his medication levels.  He had a seizure late Sunday night and they have to see if his medication needs to be increased.  Poor guy, but at least he was excited to go to the Vet!!! :-)", 5
Merry Christmas to all and to all a good night!, 5
is wanting to go white-water rafting this summer in Colorado! Who wants to join me for some fun?, 5
Excited for the weather this week. I am so ready for winter to be over!, 5
thinking at charity cup, 1
around.., 1
"<PERSON> 40:31        But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.", 1
I am bored, 1
Making love with my ego., 1
........, 1
Alcohol servers license class  in seaside.  Call <PHONE>, 1
i am so bored, 1
got sick......resting......, 1
Reliving his childhood, 1
"Will i ever get to where i'm going.... if i do, will i know when i am there?  If the wind blew me in the right direction, would i even care.... i would.", 1
"Through the mayer's ruined head, the boy steps through the window and cries out from the ledge to the people below. Theres a time to pray and theres a time to fight. Anything can be a weapon if your holding it right. Defend what is yours, they will not take our souls. It's time not to rise, and fight.' Save Our City - Ludo", 1
I think I have to go back to work tomorrow., 1
Meh, 1
Bored...cant wait for <PERSON> ta come over so that i have someone ta talk to...really need ta talk ta someone, 1
i dont know what to wrtie in the box, 1
my last card..., 1
Shades of Grey, 1
Who watched the video, 1
And in the end, 1
time to oil my roadie..., 1
If anyones interested im selling my ps3 eye toy camara for $20 or $25 so yeah. just comment if you want to buy one cause ive got 3 and i need to sell 2., 1
Thanks again everyone, 1
Mondays are murder, 1
"The scripture says, No one who believes in him will be put to shame.\\""""", 1
Looks as if someone shook the snowglobe., 1
Ã¢â‚¬Å“A child's life is like a piece of paper on which every passerby leaves a mark.Ã¢â‚¬Â -Chinese proverb, 1
Mr. Rager - KiD CuDi, 1
watching my dog. anyone wanna do anything tonight?, 1
The only courage that matters is the kind that gets you from one moment to the next. ~Mignon McLaughlin, 1
Tinychat time! Click the link to come me - <URL>  (tinychat.com), 1
"kids are in bed, i'm watching tv and getting ready for bed also", 1
Customer: I want a hot fudge sunday, 1
More pics updated, 1
only a small person carries a big grudge, 1
Goin fishin tomorrow., 1
Bored..., 1
Manu won once again against the Arsenal......, 1
"Most frequent facebook word of the day: mindmap\.\""""", 1
...yii..., 1
20min, 1
zzzzzzzzzzzzzzzzzzzzz, 1
Last exam tomorrow - Math 9, 1
"<PERSON> 1:13-14           13 Let no one say when he is tempted, I am being tempted by God, for God cannot be tempted with evil, and he himself tempts no one. 14 But each person is tempted when he is lured and enticed by his own desire. #Bible <URL>", 1
"here is a question I got stumped on for a little while taking a quiz. can anyone answer it? The three great unifiers of Japan were Oda Nobunaga, Toyotomi Hideyoshi, and Tokugawa Ieyasu. A popular poem exists about these unifiers. It reads:        If the bird does not sing, kill it.        If the bird does not sing, coax it.        If the bird does not sing, wait for it.        Which unifier coaxed\ the bird?\""""", 1
"Does anyone know, what time the game is at ?", 1
"Enter through the narrow gate. For wide is the gate and broad is the road that leads to destruction, and many enter through it. But small is the gate and narrow the road that leads to life, and only a few find it. (Matthew 7:13-14)", 1
12 today, 1
My profile pic rocks, 1
_:], 1
Your thoughts maketh your world., 1
cant wait enough to see my son home.............., 1
is watching 500 Days of Summer..., 1
my little sister is sitting in a ball rocking back and forth..., 1
is goin house hunting today., 1
bored...., 1
Football V.S. Moniteau tommorow, 1
Counting days...second by second..., 1
Back to class....., 1
"Dr. Phil's Personality Test -- My Result: The Vain, Self-Centered Leader. <URL>", 1
Hmmmmm......, 1
(12r4-5r2+8r-15)+(7r4+5r2+2r-9)=..., 1
<PERSON> tonight for some improv with <PERSON>., 1
"...... :) ..... :( ..... ,) ..... :P ...... <3 ........:* ........ :D .....:-/ ...... :'( ... :(", 1
"copy this to your status and see what people rate you! 1=crazy, 2=i'd marry you, 3=talkative, 4=sarcastic, 5=i miss you, 6=goofy, 7=moody, 8=dumb, 9=mouthy, 10=spoilt, 11=random, 12=hot, 13=funny, 14=fit, 15=amazing, 16=tough, 17=cute, 18=gf/bf type, 19=player, 20=i love you, 21=gorgeous, 22=the best , 23=cool, 24=sweet, 25=intriguing", 1
"Realized at about midnight that I have the day off, now what to do with it....", 1
I am my sisters keeper., 1
Remember to VOTE. 06/08/2010, 1
"The Lord will conquer your enemies when they attack you.  They will attack you from one direction, but they will scatter from you in seven!  Deuteronomy 28:7", 1
I like your hips, 1
"The presence of a friend is a coversation itself\\""""", 1
"97% of teens would cry if they saw Robert Patterson (Edward Cullen from Twilight\) standing on top of a sky scraper about to jump. If you're one of the 3% that would sit there""", 1
"Angle of god,  my guardian dear,  To whom God's love commits me here, 	Ever this day be at my side, To light and guard, to rule and guide.  	Amen.", 1
is watching her husband zoom pass the window on a small pink quad bike, 1
Actually getting engineering.., 1
Non-dairy creamer is flammable., 1
wondering which of the 4 movies I hire to watch first        1. The New Daughter (Thriller) - Kevin Costner        2. Crazy Heart (Drama) - Jeff Bridges & Maggie Gyllenhaal        3. The Bounty Hunter (Action) - Jennifer Aniston & Gerard Butler        4. Cirque Du Freak: The Vamipire's Assistant (Family) - Willem Dafoe & Salma Hayek, 1
no rain - no rainbow., 1
is addicted to Dragon Age., 1
A Lonely September Ã¢â„¢Âª, 1
So that was fun....., 1
thank you, 1
<URL>, 1
sometimes people put up walls, 1
flying back to bangkok for a shoot..., 1
Varsity Athlete, 1
What's on your mind?, 1
people on my wall  if you read this please name your favourite tractor, 1
bed time nite world, 1
Bmx starts next week., 1
I'm selfish, 1
is wondering if I will ever get a job.....seriously., 1
is bored and many going to start her science project, 1
Sigh....., 1
being cooked in this heat, 1
"Name:___________ Age:________Birthday:___________Eye color:_________ Nickname:___________ Favorite color:___________ Favorite Drink:________ My best friend:________Post this to your wall and see who all comments,and who knows you best", 1
Sleepy, 1
"back at home, and back to reality....", 1
has anyone taken the history finals?, 1
this is how you remind me, 1
"In the land of the blinds, One eye man is a king.", 1
hi, 1
Homework, 1
Eating with the famz..., 1
Gonna clean out my car today... maybe they will take it as a trade in later this week.. maybe not, 1
3hrs  2 go n then im 14, 1
think am falling in love with Mauritius ...and its cultural diversity.., 1
Checking my salad for messages, 1
"can't sleep, again.", 1
">,-[)", 1
would love to go back to bed., 1
What do you know? The first post I see on MLIA is about Harry Potter. MLIA., 1
And the band played Waltzing Matilda..., 1
"want to run, run but don't know from where nor to where ,, just run ...   <PERSON>", 1
LYL, 1
new music, 1
ggfdfdfdfdf, 1
the third crossroad must be the most difficult.... hold on to the memories or let go to start anew?, 1
in need of insects cant bye any yeat, 1
How is everybody today?, 1
Definitely absolutely doubting the certainty, 1
Interesting video for a man with butter fingers., 1
Thank you, 1
"10:26, man, iv been up a toltal of 31 hours, im way high an way tierd, talk to meh, he... <URL>", 1
phone blowed up today need phone numbers please, 1
"Netflix movies that arrived today: Fool's Gold\ and \""Definitely""", 1
:'(, 1
Insomnia again...I'm too tired to sleep...my head aches....I feel beat up..., 1
I love life, 1
need to thnk :(, 1
just got back from livesAblaze, 1
