I really wana move soon!, 4
"thinks that for girls, boys are easily found. But GIRLS don't realize they need MEN!!", 4
"Am I my thoughts, the thoughts that I am thinking? No.  Thoughts come and go;  I am not my thoughts. Am I my body?  They tell us that millions of cells in our body are changed or are renewed every minute, sothat by the end of seven years we don't havea single living cell in our body that was there seven years before.  Cells come and go.  Cells arise and die.  But I\ seems to persist.  So am I my body?  Evidently not\""""", 4
"Successful people do not focus on the Problem. They only focus on the Solution\. Be Focused on Solution.\""""", 4
I never thought it would happen to me! A co-worker just asked me if I was having a case of the Mondays!, 4
Driving to cape may for the weekend now. So bored..., 4
"according to nbc news people getting social security won't get an increase bcause the cost of living isn't going up, because the inflation rate is negative.....          first of all the cost of living is always going up, second of all the inflation rate is not negative, and third: if i was negative it wouldn't be 'in'flation, it wuld be 'de'flation", 4
"How can a cell phone that can hold tons of pictures claim that the texting inbox is full\ at under a hundred short text messages?\""""", 4
"Oh, looks like we're going to have to draw some... STRAWS.", 4
TOTP this sat, 4
sooo tierd, 4
patiently waiting out the days, 4
<PERSON> thinks its funny to stick his fingers down his throat and make himself vommit....., 4
DOG FAIRFAX COUNTY BET NOT FAKE i aint trynna have no skool dough, 4
Just got accepted into the kitchen manager program...with a baby on the way...what to do? what to do?..., 4
"First day in school with for course taken in six hours and Mass hearing by 5:00 to 6:00 pm then followed by the first talk in singles for christ The Love of God\. I maximized my time to accommodate all my activities""", 4
"Anyone who knows anything of history knows that great social changes are impossible without feminine upheaval. Social progress can be measured exactly by the social position of the fair sex, the ugly ones included.  <PERSON>", 4
holy fuck its supposed to get up to the 90s for the weekends :P, 4
Can someone remind me of what summer feels like again?, 4
Being sick sucks., 4
"It finally cooled off enough to open the windows and cool off the house before bed. However, a skunk has decided to do his stinky business outside. Eww. Bad skunk. Bad.", 4
"omg, y is life so difficult??? when one door closses another one opens, well where the f*** is the other door...", 4
I bought megaman 10 for my wii.  It's the hardest game ever T^T, 4
did'nt realise how bad a dead leg could be.... 4 days.. and its still as bad as day 1....WTF, 4
